input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity
A1206KPN.tsv.amrfinderplus	merA	mercury(II) reductase	NCBI Reference Gene Database	2023-11-15.1	ACU65296.1	amrfinderplus	3.11.18	gene_presence_detected	MERCURY	100.0			MERCURY				561													561					93.23
A1206KPN.tsv.amrfinderplus	merR	mercury resistance transcriptional regulator MerR	NCBI Reference Gene Database	2023-11-15.1	CAA77320.1	amrfinderplus	3.11.18	gene_presence_detected	MERCURY	98.61			MERCURY				142													144					92.96
A1206KPN.tsv.amrfinderplus	merT	mercuric transport protein MerT	NCBI Reference Gene Database	2023-11-15.1	CAA70196.1	amrfinderplus	3.11.18	gene_presence_detected	MERCURY	99.14			MERCURY				115													116					98.26
A1206KPN.tsv.amrfinderplus	ncrA	Metal Resistance	NCBI Reference Gene Database	2023-11-15.1	ABF61434.1	amrfinderplus	3.11.18	gene_presence_detected	NICKEL	100.0			NICKEL				432													432					100.0
A1206KPN.tsv.amrfinderplus	ncrB	nickel-sensing transcriptional repressor NcrB	NCBI Reference Gene Database	2023-11-15.1	ABF61435.1	amrfinderplus	3.11.18	gene_presence_detected	NICKEL	100.0			NICKEL				89													89					100.0
A1206KPN.tsv.amrfinderplus	ncrC	Ni(II)/Co(II) efflux transporter permease subunit NcrC	NCBI Reference Gene Database	2023-11-15.1	ADF64798.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/NICKEL	100.0			COPPER/NICKEL				376													376					100.0
A1206KPN.tsv.amrfinderplus	ncrY	nickel resistance OB fold protein NcrY	NCBI Reference Gene Database	2023-11-15.1	ABF61437.1	amrfinderplus	3.11.18	gene_presence_detected	NICKEL	100.0			NICKEL				140													140					100.0
A1206KPN.tsv.amrfinderplus	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBI Reference Gene Database	2023-11-15.1	WP_002914189.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A1206KPN.tsv.amrfinderplus	oqxB	multidrug efflux RND transporter permease subunit OqxB	NCBI Reference Gene Database	2023-11-15.1	WP_016947602.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					99.81
A1206KPN.tsv.amrfinderplus	pcoA	multicopper oxidase PcoA	NCBI Reference Gene Database	2023-11-15.1	CAA58525.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				605													605					99.83
A1206KPN.tsv.amrfinderplus	pcoB	copper-binding protein PcoB	NCBI Reference Gene Database	2023-11-15.1	CAA58526.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				296													296					100.0
A1206KPN.tsv.amrfinderplus	pcoC	copper resistance system metallochaperone PcoC	NCBI Reference Gene Database	2023-11-15.1	CAA58527.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				126													126					100.0
A1206KPN.tsv.amrfinderplus	pcoD	copper resistance inner membrane protein PcoD	NCBI Reference Gene Database	2023-11-15.1	CAA58528.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				309													309					99.35
A1206KPN.tsv.amrfinderplus	pcoE	copper resistance system metallochaperone PcoE	NCBI Reference Gene Database	2023-11-15.1	CAA58532.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				144													144					93.75
A1206KPN.tsv.amrfinderplus	pcoR	copper response regulator transcription factor PcoR	NCBI Reference Gene Database	2023-11-15.1	CAA58529.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				226													226					100.0
A1206KPN.tsv.amrfinderplus	pcoS	copper resistance membrane spanning protein PcoS	NCBI Reference Gene Database	2023-11-15.1	CAA58530.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				466													466					99.14
A1206KPN.tsv.amrfinderplus	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	NCBI Reference Gene Database	2023-11-15.1	WP_014386481.1	amrfinderplus	3.11.18	gene_presence_detected	QUINOLONE	100.0			QUINOLONE				214													214					100.0
A1206KPN.tsv.amrfinderplus	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NCBI Reference Gene Database	2023-11-15.1	AAD11749.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				1048													1048					99.43
A1206KPN.tsv.amrfinderplus	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NCBI Reference Gene Database	2023-11-15.1	AAD11748.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				430													430					98.14
A1206KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					98.26
A1206KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					92.31
A1206KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A1206KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				823													824					98.54
A1206KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					97.79
A1206KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					98.78
A1206KPN.tsv.amrfinderplus	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	NCBI Reference Gene Database	2023-11-15.1	WP_001043260.1	amrfinderplus	3.11.18	gene_presence_detected	SULFONAMIDE	100.0			SULFONAMIDE				271													271					100.0
A1206KPN.tsv.amrfinderplus	terB	tellurium resistance membrane protein TerB	NCBI Reference Gene Database	2023-11-15.1	ACI12150.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				151													151					100.0
A1206KPN.tsv.amrfinderplus	terC	tellurium resistance membrane protein TerC	NCBI Reference Gene Database	2023-11-15.1	AAA98291.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				346													346					99.13
A1206KPN.tsv.amrfinderplus	terD	tellurium resistance membrane protein TerD	NCBI Reference Gene Database	2023-11-15.1	AAA98292.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				192													192					98.44
A1206KPN.tsv.amrfinderplus	terE	tellurium resistance cAMP binding protein TerE	NCBI Reference Gene Database	2023-11-15.1	AAA98293.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				191													191					98.95
A1206KPN.tsv.amrfinderplus	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBI Reference Gene Database	2023-11-15.1	WP_000804064.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				399													399					100.0
A1206KPN.tsv.amrfinderplus	tet(D)	tetracycline efflux MFS transporter Tet(D)	NCBI Reference Gene Database	2023-11-15.1	WP_001039466.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				394													394					100.0
A1207KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1207KPN.tsv.amrfinderplus	blaSHV-36	broad-spectrum class A beta-lactamase SHV-36	NCBI Reference Gene Database	2023-11-15.1	WP_063864678.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A1207KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.49
A1207KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1207KPN.tsv.amrfinderplus	fosA10	fosfomycin resistance glutathione transferase FosA10	NCBI Reference Gene Database	2023-11-15.1	WP_004214174.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	100.0			FOSFOMYCIN				139													139					100.0
A1207KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					100.0
A1207KPN.tsv.amrfinderplus	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBI Reference Gene Database	2023-11-15.1	WP_002914189.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A1207KPN.tsv.amrfinderplus	oqxB25	multidrug efflux RND transporter permease subunit OqxB25	NCBI Reference Gene Database	2023-11-15.1	WP_016947602.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					100.0
A1207KPN.tsv.amrfinderplus	terB	tellurium resistance membrane protein TerB	NCBI Reference Gene Database	2023-11-15.1	ACI12150.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				151													151					100.0
A1207KPN.tsv.amrfinderplus	terC	tellurium resistance membrane protein TerC	NCBI Reference Gene Database	2023-11-15.1	AAA98291.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				346													346					99.13
A1207KPN.tsv.amrfinderplus	terD	tellurium resistance membrane protein TerD	NCBI Reference Gene Database	2023-11-15.1	AAA98292.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				192													192					98.96
A1207KPN.tsv.amrfinderplus	terE	tellurium resistance cAMP binding protein TerE	NCBI Reference Gene Database	2023-11-15.1	AAA98293.1	amrfinderplus	3.11.18	gene_presence_detected	TELLURIUM	100.0			TELLURIUM				191													191					99.48
A1208KPN.tsv.amrfinderplus	arsA	arsenite efflux transporter ATPase subunit ArsA	NCBI Reference Gene Database	2023-11-15.1	BAA24822.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				583													583					98.46
A1208KPN.tsv.amrfinderplus	arsB	arsenite efflux transporter membrane subunit ArsB	NCBI Reference Gene Database	2023-11-15.1	BAA24823.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				429													429					98.83
A1208KPN.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	BAA24824.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					98.58
A1208KPN.tsv.amrfinderplus	arsD	arsenite efflux transporter metallochaperone ArsD	NCBI Reference Gene Database	2023-11-15.1	AAB09625.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				120													120					90.83
A1208KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					93.97
A1208KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					98.28
A1208KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1208KPN.tsv.amrfinderplus	blaSHV-11	broad-spectrum class A beta-lactamase SHV-11	NCBI Reference Gene Database	2023-11-15.1	WP_004176269.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A1208KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.49
A1208KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1208KPN.tsv.amrfinderplus	fosA	FosA5 family fosfomycin resistance glutathione transferase	NCBI Reference Gene Database	2023-11-15.1	WP_114473955.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	100.0			FOSFOMYCIN				139													139					99.28
A1208KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					100.0
A1208KPN.tsv.amrfinderplus	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBI Reference Gene Database	2023-11-15.1	WP_002914189.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A1208KPN.tsv.amrfinderplus	oqxB	multidrug efflux RND transporter permease subunit OqxB	NCBI Reference Gene Database	2023-11-15.1	WP_004149399.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					99.9
A1208KPN.tsv.amrfinderplus	pcoA	multicopper oxidase PcoA	NCBI Reference Gene Database	2023-11-15.1	CAA58525.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				605													605					100.0
A1208KPN.tsv.amrfinderplus	pcoB	copper-binding protein PcoB	NCBI Reference Gene Database	2023-11-15.1	CAA58526.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				296													296					99.66
A1208KPN.tsv.amrfinderplus	pcoC	copper resistance system metallochaperone PcoC	NCBI Reference Gene Database	2023-11-15.1	CAA58527.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				126													126					100.0
A1208KPN.tsv.amrfinderplus	pcoD	copper resistance inner membrane protein PcoD	NCBI Reference Gene Database	2023-11-15.1	CAA58528.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				309													309					99.68
A1208KPN.tsv.amrfinderplus	pcoR	copper response regulator transcription factor PcoR	NCBI Reference Gene Database	2023-11-15.1	CAA58529.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				226													226					100.0
A1208KPN.tsv.amrfinderplus	pcoS	copper resistance membrane spanning protein PcoS	NCBI Reference Gene Database	2023-11-15.1	CAA58530.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				466													466					99.14
A1208KPN.tsv.amrfinderplus	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NCBI Reference Gene Database	2023-11-15.1	AAD11749.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				1048													1048					99.24
A1208KPN.tsv.amrfinderplus	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NCBI Reference Gene Database	2023-11-15.1	AAD11748.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				430													430					97.91
A1208KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					100.0
A1208KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					97.2
A1208KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A1208KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	99.64			SILVER				822													824					94.41
A1208KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					100.0
A1208KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					100.0
A1209KPN.tsv.amrfinderplus	arsA	arsenite efflux transporter ATPase subunit ArsA	NCBI Reference Gene Database	2023-11-15.1	BAA24822.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				583													583					98.46
A1209KPN.tsv.amrfinderplus	arsB	arsenite efflux transporter membrane subunit ArsB	NCBI Reference Gene Database	2023-11-15.1	BAA24823.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				429													429					98.83
A1209KPN.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	BAA24824.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					98.58
A1209KPN.tsv.amrfinderplus	arsD	arsenite efflux transporter metallochaperone ArsD	NCBI Reference Gene Database	2023-11-15.1	AAB09625.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				120													120					90.83
A1209KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					93.97
A1209KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					98.28
A1209KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
